,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,clusters,cluster
1302,Sleepless Society NYCTOPHOBIA,SHOW,2019,TV-MA,46,"['drama', 'thriller']",Thailand,1,tt10805822,5.5,43,0,light pink
1303,Holiday Home Makeover with Mr. Christmas,SHOW,2020,TV-G,43,['reality'],United States of America (the),1,tt13255112,5.8,291,0,light pink
1304,Buddi,SHOW,2020,TV-Y,8,"['fantasy', 'animation', 'comedy', 'family']",United States of America (the),2,tt11829340,7.1,61,0,light pink
1305,Kings of Jo'Burg,SHOW,2020,TV-MA,51,"['crime', 'thriller']",South Africa,1,tt13453828,5.6,491,0,light pink
1306,The House Arrest of Us,SHOW,2020,TV-PG,26,"['comedy', 'romance']",Philippines (the),1,tt13280838,5.6,107,0,light pink
1307,Fary: Hexagone,SHOW,2020,TV-MA,51,['comedy'],France,1,tt11823028,6.2,126,0,light pink
1308,True Tunes,SHOW,2019,TV-Y7,3,['family'],United States of America (the),1,tt10522374,8,14,0,light pink
1309,Children of Adam,SHOW,2020,TV-14,41,"['action', 'drama']",Lebanon,1,tt12434912,7.8,170,0,light pink
1310,The Defected,SHOW,2019,TV-14,42,"['drama', 'crime']",Hong Kong,1,tt10141612,7.4,68,0,light pink
1311,What the Love! with Karan Johar,SHOW,2020,,47,['reality'],British Indian Ocean Territory (the),1,,7.2,2143,0,light pink
1312,A Perfect Day for Arsenide,SHOW,2020,TV-MA,23,"['drama', 'romance']",Hong Kong,1,tt14592684,5,16,0,light pink
1313,Anatomy of a Scandal,SHOW,2022,TV-MA,45,"['drama', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),1,tt12748084,7,16425,0,light pink
1314,Heartstopper,SHOW,2022,TV-14,28,"['drama', 'romance']",United Kingdom of Great Britain and Northern Ireland (the),1,tt10638036,8.9,28978,0,light pink
1315,The Pentaverate,SHOW,2022,TV-MA,27,['comedy'],United States of America (the),1,tt10203880,6.1,3409,0,light pink
1316,Inventing Anna,SHOW,2022,TV-MA,68,['drama'],United States of America (the),1,tt8740976,6.8,54105,0,light pink
1317,Pieces of Her,SHOW,2022,TV-MA,52,"['crime', 'drama', 'thriller']",United States of America (the),1,tt9170236,6.4,11322,0,light pink
1318,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,TV-MA,61,"['crime', 'documentation']",United States of America (the),1,tt18970124,7.2,3984,0,light pink
1319,Pacific Rim: The Black,SHOW,2021,TV-14,24,"['animation', 'action', 'scifi']",United States of America (the),2,tt9288848,7,4796,0,light pink
1320,Vikings: Valhalla,SHOW,2022,TV-MA,51,"['war', 'action', 'drama', 'history', 'romance']",United States of America (the),1,tt11311302,7.1,31330,0,light pink
1321,Arcane,SHOW,2021,TV-14,41,"['action', 'scifi', 'drama', 'fantasy', 'animation']",United States of America (the),1,tt11126994,9.1,175412,3,dark pruple
1322,Hold Tight,SHOW,2022,TV-MA,47,"['crime', 'drama', 'thriller']",Poland,1,tt15019128,6.1,1113,0,light pink
1323,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,TV-MA,52,"['crime', 'documentation']",United States of America (the),1,tt18260538,5.8,2062,0,light pink
1324,Midnight Mass,SHOW,2021,TV-MA,64,"['action', 'drama', 'fantasy', 'horror', 'scifi']",United States of America (the),1,tt10574558,7.7,102321,3,dark pruple
1325,Murderville,SHOW,2022,TV-MA,34,"['crime', 'comedy']",United States of America (the),1,tt15264192,6.9,10414,0,light pink
1326,Clark,SHOW,2022,TV-MA,61,"['comedy', 'crime', 'drama', 'thriller', 'action']",Sweden,1,tt12304420,7.5,1991,0,light pink
1327,The Ultimatum: Marry or Move On,SHOW,2022,TV-MA,50,['reality'],United States of America (the),1,tt18396952,5.4,1440,0,light pink
1328,Hard Cell,SHOW,2022,TV-MA,26,"['comedy', 'documentation', 'sport']",United States of America (the),1,tt14959710,6.1,618,0,light pink
1329,The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,"['crime', 'comedy', 'drama', 'thriller']",United States of America (the),1,tt13315324,6.3,38964,0,light pink
1330,Archive 81,SHOW,2022,TV-MA,54,"['scifi', 'drama', 'horror', 'thriller']",United States of America (the),1,tt13365348,7.3,43068,0,light pink
1331,Jimmy Savile: A British Horror Story,SHOW,2022,TV-MA,85,"['crime', 'documentation']",United Kingdom of Great Britain and Northern Ireland (the),1,tt18970454,6.7,4711,0,light pink
1332,Squid Game,SHOW,2021,TV-MA,54,"['action', 'drama', 'thriller']",Korea (the Republic of),2,tt10919420,8,416738,2,purple
1333,Yakamoz S-245,SHOW,2022,TV-MA,48,"['scifi', 'action', 'drama', 'thriller']",Turkey,1,tt13317454,6.1,3861,0,light pink
1334,Welcome To Eden,SHOW,2022,TV-MA,41,"['drama', 'action', 'thriller']",Spain,1,tt13457822,4.9,973,0,light pink
1335,Stay Close,SHOW,2021,TV-MA,47,"['crime', 'drama', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),1,tt2201227,6.9,28669,0,light pink
1336,Maid,SHOW,2021,TV-MA,54,"['drama', 'comedy']",United States of America (the),1,tt11337908,8.4,74955,3,dark pruple
1337,The Marked Heart,SHOW,2022,TV-MA,44,"['thriller', 'drama']",Colombia,2,tt18974572,6.3,1103,0,light pink
1338,Meltdown: Three Mile Island,SHOW,2022,TV-14,44,"['documentation', 'history']",United States of America (the),1,tt19757508,7,958,0,light pink
1339,Shadow and Bone,SHOW,2021,TV-14,52,"['scifi', 'drama', 'fantasy', 'action']",United States of America (the),1,tt2403776,7.6,77782,3,dark pruple
1340,Lupin,SHOW,2021,TV-MA,46,"['crime', 'drama', 'comedy', 'action']",France,3,tt2531336,7.5,100575,3,dark pruple
1341,Brand New Cherry Flavor,SHOW,2021,TV-MA,43,"['thriller', 'drama', 'horror', 'scifi']",United States of America (the),1,tt11343600,7.1,14449,0,light pink
1342,Human Resources,SHOW,2022,TV-MA,27,"['comedy', 'romance', 'animation']",United States of America (the),1,tt11092142,7.2,4761,0,light pink
1343,All of Us Are Dead,SHOW,2022,TV-MA,61,"['action', 'scifi', 'thriller', 'drama', 'fantasy', 'horror']",Korea (the Republic of),1,tt14169960,7.5,41393,0,light pink
1344,Heirs to the Land,SHOW,2022,TV-MA,54,"['comedy', 'scifi', 'drama', 'history']",Spain,1,tt13308276,7,599,0,light pink
1345,Behind Her Eyes,SHOW,2021,TV-MA,50,"['drama', 'thriller']",United Kingdom of Great Britain and Northern Ireland (the),1,tt9698442,7.2,57514,3,dark pruple
1346,Is It Cake?,SHOW,2022,TV-PG,38,['reality'],United States of America (the),1,tt18314214,5.7,465,0,light pink
1347,The Andy Warhol Diaries,SHOW,2022,TV-MA,66,['documentation'],United States of America (the),1,tt18082212,7.7,1496,0,light pink
1348,The Cuphead Show!,SHOW,2022,TV-Y7,15,"['family', 'fantasy', 'animation', 'action', 'comedy']",United States of America (the),1,tt10611608,7.5,5792,0,light pink
1349,Cowboy Bebop,SHOW,2021,TV-MA,45,"['scifi', 'comedy', 'crime', 'drama', 'fantasy', 'action']",United States of America (the),1,tt1267295,6.6,35427,0,light pink
1350,The 7 Lives of Lea,SHOW,2022,TV-MA,41,"['drama', 'thriller', 'crime', 'fantasy']",France,1,tt14140886,7.5,1196,0,light pink
1351,The Silent Sea,SHOW,2021,TV-MA,45,"['horror', 'drama', 'scifi', 'thriller']",Korea (the Republic of),1,tt11570202,6.9,18548,0,light pink
1352,Sweet Tooth,SHOW,2021,TV-14,45,"['scifi', 'drama', 'fantasy', 'action']",United States of America (the),2,tt12809988,7.8,49182,0,light pink
1353,Clickbait,SHOW,2021,TV-MA,46,"['thriller', 'crime', 'drama']",Australia,1,tt10888878,7.2,50140,0,light pink
1354,Worst Roommate Ever,SHOW,2022,TV-MA,47,"['crime', 'documentation', 'drama', 'thriller']",United States of America (the),1,tt8323702,8.1,8,0,light pink
1355,Hellbound,SHOW,2021,TV-MA,52,"['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy']",Korea (the Republic of),1,tt12235718,6.6,22107,0,light pink
1356,In from the Cold,SHOW,2022,TV-MA,49,"['drama', 'scifi', 'thriller', 'action', 'crime']",United States of America (the),1,tt11859542,6.2,6663,0,light pink
1357,Komi Can't Communicate,SHOW,2021,TV-14,24,"['drama', 'comedy', 'animation', 'romance']",Japan,2,tt14626352,7.8,4358,0,light pink
1358,Tomorrow,SHOW,2022,TV-14,60,"['drama', 'action', 'comedy', 'fantasy']",Korea (the Republic of),1,tt18926162,7.7,603,0,light pink
1359,Ginny & Georgia,SHOW,2021,TV-14,54,"['drama', 'comedy']",United States of America (the),1,tt10813940,7.4,44573,0,light pink
1360,Inside Job,SHOW,2021,TV-MA,28,"['comedy', 'fantasy', 'scifi', 'animation']",United States of America (the),1,tt10231312,7.6,15137,0,light pink
1361,Dirty Lines,SHOW,2022,TV-MA,46,"['drama', 'history']",Netherlands (the),1,tt14859224,7.3,717,0,light pink
1362,Trivia Quest,SHOW,2022,TV-G,9,"['family', 'fantasy', 'animation']",United States of America (the),1,tt18393972,5.6,176,0,light pink
1363,The Chair,SHOW,2021,TV-MA,30,"['drama', 'comedy']",United States of America (the),1,tt11834150,7.2,15894,0,light pink
1364,The Chestnut Man,SHOW,2021,TV-MA,55,"['crime', 'drama', 'thriller']",Denmark,1,tt10834220,7.7,41253,0,light pink
1365,My Liberation Notes,SHOW,2022,TV-14,62,"['drama', 'romance']",Korea (the Republic of),1,tt15146130,8.4,276,0,light pink
1366,jeen-yuhs,SHOW,2022,TV-MA,93,"['documentation', 'music']",United States of America (the),1,tt14599438,8.1,7269,0,light pink
1367,True Story,SHOW,2021,TV-MA,39,"['drama', 'thriller', 'comedy', 'crime']",United States of America (the),1,tt13655456,7.5,16927,0,light pink
1368,Halston,SHOW,2021,TV-MA,47,['drama'],United States of America (the),1,tt10920514,7.5,14040,0,light pink
1369,Anxious People,SHOW,2021,TV-MA,29,"['crime', 'drama', 'comedy']",Sweden,1,tt11168604,6.8,3709,0,light pink
1370,Young Royals,SHOW,2021,TV-MA,45,"['drama', 'romance']",Sweden,1,tt14664414,8.3,26732,0,light pink
1371,Resident Evil: Infinite Darkness,SHOW,2021,TV-MA,27,"['action', 'scifi', 'horror', 'animation']",United States of America (the),1,tt13173456,5.8,9500,0,light pink
1372,Our Blues,SHOW,2022,TV-MA,68,['drama'],Korea (the Republic of),1,tt19115260,7.7,209,0,light pink
1373,The Serpent,SHOW,2021,TV-MA,57,"['drama', 'thriller', 'crime']",United Kingdom of Great Britain and Northern Ireland (the),1,tt7985576,7.6,41782,0,light pink
1374,Hit & Run,SHOW,2021,TV-MA,49,"['action', 'drama', 'thriller', 'crime']",Israel,1,tt9073940,7.1,8367,0,light pink
1375,Murder Among the Mormons,SHOW,2021,TV-14,53,"['crime', 'history', 'documentation']",United States of America (the),1,tt13987620,7,6028,0,light pink
1376,Katla,SHOW,2021,TV-MA,46,"['scifi', 'thriller', 'drama']",Iceland,1,tt11102190,7,13095,0,light pink
1377,The Last Bus,SHOW,2022,TV-PG,35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",United Kingdom of Great Britain and Northern Ireland (the),1,tt12885670,5,500,0,light pink
1378,Cracow Monsters,SHOW,2022,TV-MA,52,"['scifi', 'drama', 'fantasy', 'horror', 'thriller']",Poland,1,tt15096836,5.5,1492,0,light pink
1379,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,TV-MA,42,"['crime', 'documentation']",United Kingdom of Great Britain and Northern Ireland (the),1,tt15479704,7,5224,0,light pink
1380,Twenty Five Twenty One,SHOW,2022,TV-14,76,"['drama', 'romance']",Korea (the Republic of),1,tt17513352,8.7,4081,0,light pink
1381,Firefly Lane,SHOW,2021,TV-MA,52,"['drama', 'romance']",United States of America (the),1,tt9012876,7.4,20300,0,light pink
1382,The Billion Dollar Code,SHOW,2021,TV-MA,67,"['drama', 'thriller', 'crime']",Germany,1,tt15392100,8,7313,0,light pink
1383,The Principles of Pleasure,SHOW,2022,TV-MA,51,['documentation'],United States of America (the),1,tt18299058,4.7,64,0,light pink
1384,Attenborough's Life in Colour,SHOW,2021,TV-PG,51,['documentation'],United Kingdom of Great Britain and Northern Ireland (the),1,tt11053426,8.2,3090,0,light pink
1385,Making Fun,SHOW,2022,TV-PG,41,['reality'],United States of America (the),1,tt17737382,7,557,0,light pink
1386,The Irregulars,SHOW,2021,TV-14,53,"['crime', 'drama', 'fantasy', 'scifi']",United Kingdom of Great Britain and Northern Ireland (the),1,tt10893694,5.9,14714,0,light pink
1387,My Name,SHOW,2021,TV-MA,50,"['thriller', 'action', 'crime', 'drama']",Korea (the Republic of),1,tt12940504,7.8,18446,0,light pink
1388,Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,"['war', 'history', 'documentation']",United States of America (the),1,tt15260794,8,8881,0,light pink
1389,How to Become a Tyrant,SHOW,2021,TV-MA,27,"['war', 'history', 'documentation']",United States of America (the),1,tt14832996,7.4,8041,0,light pink
1390,Who Killed Sara?,SHOW,2021,TV-MA,41,"['drama', 'crime', 'thriller']",Mexico,3,tt11937816,6.4,12148,0,light pink
1391,The Innocent,SHOW,2021,TV-MA,58,"['crime', 'drama', 'thriller']",Spain,1,tt10147644,7.8,29019,0,light pink
1392,Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'comedy']",United States of America (the),2,tt10826054,5.2,26127,0,light pink
1393,Maya and the Three,SHOW,2021,TV-Y7,131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",Mexico,1,tt8787772,8.1,3597,0,light pink
1394,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,"['crime', 'documentation']",United States of America (the),1,tt13651632,7.5,23939,0,light pink
1395,Samurai Rabbit: The Usagi Chronicles,SHOW,2022,TV-Y7,25,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']",United States of America (the),1,tt12717354,6.6,148,0,light pink
1396,The One,SHOW,2021,TV-MA,42,"['crime', 'drama', 'scifi', 'thriller', 'action']",United Kingdom of Great Britain and Northern Ireland (the),1,tt13879466,6.6,12367,0,light pink
1397,Feria: The Darkest Light,SHOW,2022,TV-MA,50,"['scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller']",Spain,1,tt13323004,5.7,1532,0,light pink
1398,Midnight at the Pera Palace,SHOW,2022,TV-14,44,"['crime', 'drama', 'history']",Turkey,1,tt13317508,7.1,6624,0,light pink
1399,VOIR,SHOW,2021,TV-MA,20,['documentation'],United States of America (the),1,tt15677070,6.8,1255,0,light pink
1400,Jupiter's Legacy,SHOW,2021,TV-MA,45,"['scifi', 'action', 'drama', 'fantasy']",United States of America (the),1,tt5774002,6.7,37235,0,light pink
1401,Pretend It's a City,SHOW,2021,TV-14,29,"['comedy', 'documentation']",United States of America (the),1,tt13660958,8.1,7096,0,light pink
1402,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,TV-MA,55,"['documentation', 'crime', 'thriller']",United States of America (the),1,tt13840586,5.9,16799,0,light pink
1403,Super Crooks,SHOW,2021,TV-MA,30,"['scifi', 'drama', 'animation', 'action', 'crime', 'fantasy']",Japan,1,tt14272628,7.1,1984,0,light pink
1404,Life After Death with Tyler Henry,SHOW,2022,TV-MA,43,['reality'],United States of America (the),1,tt18224644,5.5,522,0,light pink
1405,Catching Killers,SHOW,2021,TV-MA,40,"['documentation', 'crime']",United States of America (the),2,tt15723914,7.1,2908,0,light pink
1406,Animal,SHOW,2021,TV-PG,45,['documentation'],United States of America (the),2,tt15674216,7.9,857,0,light pink
1407,Hometown Cha-Cha-Cha,SHOW,2021,TV-14,78,"['comedy', 'romance', 'drama']",Korea (the Republic of),1,tt14518756,8.5,9987,0,light pink
1408,Chosen,SHOW,2022,TV-MA,44,"['scifi', 'thriller', 'drama']",Denmark,1,tt16492950,4.3,1111,0,light pink
1409,An astrological guide for broken hearts,SHOW,2021,TV-14,34,"['comedy', 'romance']",Italy,2,tt14759406,7.1,2827,0,light pink
1410,Sophie: A Murder in West Cork,SHOW,2021,TV-14,55,"['crime', 'documentation', 'history']",United Kingdom of Great Britain and Northern Ireland (the),1,tt14681732,6.8,5093,0,light pink
1411,Standing Up,SHOW,2022,TV-MA,46,"['comedy', 'drama']",France,1,tt18260550,6.2,133,0,light pink
1412,Who Rules The World,SHOW,2022,TV-PG,44,"['drama', 'fantasy', 'romance']",China,1,tt14950036,9.2,81,0,light pink
1413,Countdown: Inspiration4 Mission to Space,SHOW,2021,TV-14,50,['documentation'],United States of America (the),1,tt15166116,7.9,1642,0,light pink
1414,Glória,SHOW,2021,TV-MA,44,"['drama', 'history', 'thriller']",Portugal,1,tt13064634,8,3941,0,light pink
1415,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,TV-MA,53,"['crime', 'history', 'documentation']",United States of America (the),1,tt14223858,6.5,4246,0,light pink
1416,Heist,SHOW,2021,TV-MA,43,"['crime', 'documentation']",United States of America (the),1,tt14865290,6.8,1698,0,light pink
1417,History of Swear Words,SHOW,2021,TV-MA,21,"['comedy', 'documentation']",United States of America (the),1,tt13617060,6.4,4776,0,light pink
1418,Trese,SHOW,2021,TV-MA,29,"['crime', 'action', 'fantasy', 'horror', 'thriller', 'animation', 'scifi']",Philippines (the),1,tt9310336,7,3701,0,light pink
1419,The Sound of Magic,SHOW,2022,TV-14,69,"['drama', 'fantasy', 'music']",Korea (the Republic of),1,tt14460684,8,982,0,light pink
1420,He's Expecting,SHOW,2022,TV-PG,26,"['drama', 'comedy', 'romance']",Japan,1,tt14719276,1.6,2735,0,light pink
1421,He-Man and the Masters of the Universe,SHOW,2021,TV-Y7,26,"['scifi', 'action', 'fantasy', 'animation', 'comedy', 'drama', 'family']",United States of America (the),2,tt11465278,5.8,1618,0,light pink
1422,Colin in Black & White,SHOW,2021,TV-14,32,"['drama', 'sport']",United States of America (the),1,tt12624928,5.4,7021,0,light pink
1423,The Sons of Sam: A Descent Into Darkness,SHOW,2021,TV-MA,60,"['documentation', 'crime', 'history']",United States of America (the),1,tt13156316,7,8124,0,light pink
1424,Crime Scene: The Times Square Killer,SHOW,2021,TV-MA,49,"['crime', 'documentation', 'history']",United States of America (the),1,tt16027926,6.5,3355,0,light pink
1425,Gone for Good,SHOW,2021,TV-MA,49,"['drama', 'crime', 'thriller']",France,1,tt14252964,6.3,3863,0,light pink
1426,High-Rise Invasion,SHOW,2021,TV-MA,25,"['action', 'horror', 'scifi', 'thriller', 'animation']",Japan,1,tt13357164,6.6,2575,0,light pink
1427,Record of Ragnarok,SHOW,2021,TV-MA,24,"['scifi', 'drama', 'fantasy', 'thriller', 'animation', 'action']",Japan,1,tt13676344,6.2,4647,0,light pink
1428,"Money, Explained",SHOW,2021,TV-14,23,['documentation'],United States of America (the),1,tt14492910,6.9,2143,0,light pink
1429,The Way of the Househusband,SHOW,2021,TV-MA,17,"['animation', 'action', 'comedy', 'crime', 'drama', 'romance']",Japan,1,tt13357124,7.3,3724,0,light pink
1430,Fate: The Winx Saga,SHOW,2021,TV-MA,50,"['scifi', 'drama', 'fantasy', 'action']",United States of America (the),1,tt8179402,6.8,37995,0,light pink
1431,Shaman King,SHOW,2021,TV-PG,23,"['comedy', 'fantasy', 'animation', 'action', 'scifi']",Japan,1,tt12502782,7,1480,0,light pink
1432,Jaguar,SHOW,2021,TV-MA,43,"['war', 'action', 'drama', 'history']",Spain,1,tt11698590,5.7,1718,0,light pink
1433,Yasuke,SHOW,2021,TV-MA,29,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'animation']",United States of America (the),1,tt9310330,6.2,4999,0,light pink
1434,Saturday Morning All Star Hits!,SHOW,2021,TV-14,23,"['animation', 'comedy']",United States of America (the),1,tt15978256,7.6,846,0,light pink
1435,Post Mortem: No One Dies in Skarnes,SHOW,2021,TV-MA,45,"['thriller', 'comedy', 'drama']",Norway,1,tt13053222,7.1,3229,0,light pink
1436,The Cook of Castamar,SHOW,2021,TV-MA,54,['drama'],Spain,1,tt12626014,7.4,3637,0,light pink
1437,Thirty-Nine,SHOW,2022,TV-MA,73,"['drama', 'romance']",Korea (the Republic of),1,tt15309342,7.9,150,0,light pink
1438,Bulgasal: Immortal Souls,SHOW,2021,TV-MA,71,"['scifi', 'thriller', 'drama', 'fantasy']",Korea (the Republic of),1,tt14691616,7.4,1897,0,light pink
1439,Pretty Smart,SHOW,2021,TV-14,24,"['comedy', 'drama', 'romance']",United States of America (the),1,tt14369056,5.7,4209,0,light pink
1440,My Unorthodox Life,SHOW,2021,TV-MA,40,['reality'],United States of America (the),1,tt14398500,5.5,1170,0,light pink
1441,On the Verge,SHOW,2021,TV-MA,32,"['comedy', 'drama']",France,1,tt5540990,6.5,2841,0,light pink
1442,"Devotion, a Story of Love and Desire",SHOW,2022,TV-MA,40,"['drama', 'romance']",Italy,1,tt13956560,6.4,1262,0,light pink
1443,Baki Hanma,SHOW,2021,TV-MA,24,"['thriller', 'animation', 'action', 'drama', 'sport']",Japan,2,tt13357140,6.6,1483,0,light pink
1444,Juvenile Justice,SHOW,2022,TV-MA,61,"['drama', 'crime']",Korea (the Republic of),1,tt15553922,8,2163,0,light pink
1445,City of Ghosts,SHOW,2021,TV-Y7,19,['drama'],France,1,tt15477516,6.1,10,0,light pink
1446,DOTA: Dragon's Blood,SHOW,2021,TV-MA,26,"['scifi', 'action', 'thriller', 'animation', 'fantasy']",United States of America (the),2,tt14069590,7.8,17429,0,light pink
1447,Blue Period,SHOW,2021,TV-14,25,"['animation', 'drama']",Japan,1,tt14115912,7.7,1712,0,light pink
1448,The Club,SHOW,2021,TV-14,47,"['drama', 'comedy']",Turkey,2,tt13317582,7.9,7810,0,light pink
1449,The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,TV-MA,48,"['documentation', 'crime', 'history']",Korea (the Republic of),1,tt15488654,6.4,1864,0,light pink
1450,School of Chocolate,SHOW,2021,TV-PG,38,['reality'],United States of America (the),1,tt15172154,7.6,1572,0,light pink
1451,Falling Into Your Smile,SHOW,2021,TV-14,44,"['drama', 'comedy', 'romance']",China,1,tt11290960,8.4,2019,0,light pink
1452,Godzilla Singular Point,SHOW,2021,TV-14,24,"['scifi', 'animation', 'action', 'thriller']",Japan,1,tt13229964,6.5,1612,0,light pink
1453,Snabba Cash,SHOW,2021,TV-MA,43,"['drama', 'thriller', 'action', 'crime']",Sweden,2,tt10540276,7.6,8176,0,light pink
1454,Wild Abandon,SHOW,2022,TV-MA,51,"['drama', 'comedy']",Turkey,1,tt13317478,7.2,3634,0,light pink
1455,The Upshaws,SHOW,2021,TV-14,30,['comedy'],United States of America (the),2,tt10945036,6.8,2296,0,light pink
1456,Love (ft. Marriage and Divorce),SHOW,2021,TV-PG,69,"['drama', 'romance']",Korea (the Republic of),3,tt13814840,6.6,433,0,light pink
